"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02665V03225","Economic Sector NACE Rev 2","C02511V03040","Private or Public Sector","UNIT","VALUE"
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","-","All sectors","Number","2200"
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","H","Transportation and storage (H)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","H","Transportation and storage (H)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","H","Transportation and storage (H)","-","All sectors","Number","400"
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","I","Accommodation and food service activities (I)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","I","Accommodation and food service activities (I)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","I","Accommodation and food service activities (I)","-","All sectors","Number","1100"
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","J","Information and communication (J)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","J","Information and communication (J)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","J","Information and communication (J)","-","All sectors","Number","1000"
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","M","Professional, scientific and technical activities (M)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","M","Professional, scientific and technical activities (M)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","M","Professional, scientific and technical activities (M)","-","All sectors","Number","2200"
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","N","Administrative and support service activities (N)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","N","Administrative and support service activities (N)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","N","Administrative and support service activities (N)","-","All sectors","Number","1200"
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","O","Public administration and defence; compulsory social security (O)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","O","Public administration and defence; compulsory social security (O)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","O","Public administration and defence; compulsory social security (O)","-","All sectors","Number","1300"
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","P","Education (P)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","P","Education (P)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","P","Education (P)","-","All sectors","Number","1100"
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","Q","Human health and social work activities (Q)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","Q","Human health and social work activities (Q)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","Q","Human health and social work activities (Q)","-","All sectors","Number","3200"
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","Y0900","Industry (B to E)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","Y0900","Industry (B to E)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","Y0900","Industry (B to E)","-","All sectors","Number","1600"
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","Y3500","Financial, insurance and real estate activities (K,L)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","Y3500","Financial, insurance and real estate activities (K,L)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","Y3500","Financial, insurance and real estate activities (K,L)","-","All sectors","Number","2100"
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","Y7400","Arts, entertainment, recreation and other service activities (R,S)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","Y7400","Arts, entertainment, recreation and other service activities (R,S)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20163","2016Q3","Y7400","Arts, entertainment, recreation and other service activities (R,S)","-","All sectors","Number","600"
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","-","All NACE economic sectors","01","Private sector","Number","12700"
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","-","All NACE economic sectors","02","Public sector","Number","3700"
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","-","All NACE economic sectors","-","All sectors","Number","16400"
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","F","Construction (F)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","F","Construction (F)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","F","Construction (F)","-","All sectors","Number","500"
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","-","All sectors","Number","2400"
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","H","Transportation and storage (H)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","H","Transportation and storage (H)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","H","Transportation and storage (H)","-","All sectors","Number","400"
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","I","Accommodation and food service activities (I)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","I","Accommodation and food service activities (I)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","I","Accommodation and food service activities (I)","-","All sectors","Number","1200"
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","J","Information and communication (J)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","J","Information and communication (J)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","J","Information and communication (J)","-","All sectors","Number","1200"
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","M","Professional, scientific and technical activities (M)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","M","Professional, scientific and technical activities (M)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","M","Professional, scientific and technical activities (M)","-","All sectors","Number","1700"
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","N","Administrative and support service activities (N)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","N","Administrative and support service activities (N)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","N","Administrative and support service activities (N)","-","All sectors","Number","900"
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","O","Public administration and defence; compulsory social security (O)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","O","Public administration and defence; compulsory social security (O)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","O","Public administration and defence; compulsory social security (O)","-","All sectors","Number","1000"
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","P","Education (P)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","P","Education (P)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","P","Education (P)","-","All sectors","Number","800"
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","Q","Human health and social work activities (Q)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","Q","Human health and social work activities (Q)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","Q","Human health and social work activities (Q)","-","All sectors","Number","3100"
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","Y0900","Industry (B to E)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","Y0900","Industry (B to E)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","Y0900","Industry (B to E)","-","All sectors","Number","1100"
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","Y3500","Financial, insurance and real estate activities (K,L)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","Y3500","Financial, insurance and real estate activities (K,L)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","Y3500","Financial, insurance and real estate activities (K,L)","-","All sectors","Number","1800"
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","Y7400","Arts, entertainment, recreation and other service activities (R,S)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","Y7400","Arts, entertainment, recreation and other service activities (R,S)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20164","2016Q4","Y7400","Arts, entertainment, recreation and other service activities (R,S)","-","All sectors","Number","400"
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","-","All NACE economic sectors","01","Private sector","Number","12800"
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","-","All NACE economic sectors","02","Public sector","Number","4600"
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","-","All NACE economic sectors","-","All sectors","Number","17400"
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","F","Construction (F)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","F","Construction (F)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","F","Construction (F)","-","All sectors","Number","300"
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","-","All sectors","Number","1600"
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","H","Transportation and storage (H)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","H","Transportation and storage (H)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","H","Transportation and storage (H)","-","All sectors","Number","300"
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","I","Accommodation and food service activities (I)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","I","Accommodation and food service activities (I)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","I","Accommodation and food service activities (I)","-","All sectors","Number","1400"
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","J","Information and communication (J)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","J","Information and communication (J)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","J","Information and communication (J)","-","All sectors","Number","1200"
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","M","Professional, scientific and technical activities (M)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","M","Professional, scientific and technical activities (M)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","M","Professional, scientific and technical activities (M)","-","All sectors","Number","2400"
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","N","Administrative and support service activities (N)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","N","Administrative and support service activities (N)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","N","Administrative and support service activities (N)","-","All sectors","Number","800"
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","O","Public administration and defence; compulsory social security (O)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","O","Public administration and defence; compulsory social security (O)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","O","Public administration and defence; compulsory social security (O)","-","All sectors","Number","1700"
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","P","Education (P)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","P","Education (P)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","P","Education (P)","-","All sectors","Number","800"
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","Q","Human health and social work activities (Q)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","Q","Human health and social work activities (Q)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","Q","Human health and social work activities (Q)","-","All sectors","Number","2900"
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","Y0900","Industry (B to E)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","Y0900","Industry (B to E)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","Y0900","Industry (B to E)","-","All sectors","Number","1500"
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","Y3500","Financial, insurance and real estate activities (K,L)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","Y3500","Financial, insurance and real estate activities (K,L)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","Y3500","Financial, insurance and real estate activities (K,L)","-","All sectors","Number","2000"
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","Y7400","Arts, entertainment, recreation and other service activities (R,S)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","Y7400","Arts, entertainment, recreation and other service activities (R,S)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20171","2017Q1","Y7400","Arts, entertainment, recreation and other service activities (R,S)","-","All sectors","Number","400"
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","-","All NACE economic sectors","01","Private sector","Number","13900"
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","-","All NACE economic sectors","02","Public sector","Number","5600"
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","-","All NACE economic sectors","-","All sectors","Number","19500"
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","F","Construction (F)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","F","Construction (F)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","F","Construction (F)","-","All sectors","Number","200"
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","-","All sectors","Number","1800"
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","H","Transportation and storage (H)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","H","Transportation and storage (H)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","H","Transportation and storage (H)","-","All sectors","Number","600"
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","I","Accommodation and food service activities (I)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","I","Accommodation and food service activities (I)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","I","Accommodation and food service activities (I)","-","All sectors","Number","1500"
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","J","Information and communication (J)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","J","Information and communication (J)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","J","Information and communication (J)","-","All sectors","Number","1300"
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","M","Professional, scientific and technical activities (M)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","M","Professional, scientific and technical activities (M)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","M","Professional, scientific and technical activities (M)","-","All sectors","Number","2300"
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","N","Administrative and support service activities (N)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","N","Administrative and support service activities (N)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","N","Administrative and support service activities (N)","-","All sectors","Number","900"
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","O","Public administration and defence; compulsory social security (O)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","O","Public administration and defence; compulsory social security (O)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","O","Public administration and defence; compulsory social security (O)","-","All sectors","Number","1700"
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","P","Education (P)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","P","Education (P)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","P","Education (P)","-","All sectors","Number","1300"
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","Q","Human health and social work activities (Q)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","Q","Human health and social work activities (Q)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","Q","Human health and social work activities (Q)","-","All sectors","Number","3200"
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","Y0900","Industry (B to E)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","Y0900","Industry (B to E)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","Y0900","Industry (B to E)","-","All sectors","Number","1600"
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","Y3500","Financial, insurance and real estate activities (K,L)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","Y3500","Financial, insurance and real estate activities (K,L)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","Y3500","Financial, insurance and real estate activities (K,L)","-","All sectors","Number","2400"
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","Y7400","Arts, entertainment, recreation and other service activities (R,S)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","Y7400","Arts, entertainment, recreation and other service activities (R,S)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20172","2017Q2","Y7400","Arts, entertainment, recreation and other service activities (R,S)","-","All sectors","Number","600"
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","-","All NACE economic sectors","01","Private sector","Number","14000"
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","-","All NACE economic sectors","02","Public sector","Number","4900"
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","-","All NACE economic sectors","-","All sectors","Number","18900"
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","F","Construction (F)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","F","Construction (F)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","F","Construction (F)","-","All sectors","Number","600"
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","-","All sectors","Number","2000"
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","H","Transportation and storage (H)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","H","Transportation and storage (H)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","H","Transportation and storage (H)","-","All sectors","Number","300"
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","I","Accommodation and food service activities (I)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","I","Accommodation and food service activities (I)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","I","Accommodation and food service activities (I)","-","All sectors","Number","1500"
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","J","Information and communication (J)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","J","Information and communication (J)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","J","Information and communication (J)","-","All sectors","Number","1400"
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","M","Professional, scientific and technical activities (M)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","M","Professional, scientific and technical activities (M)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","M","Professional, scientific and technical activities (M)","-","All sectors","Number","2600"
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","N","Administrative and support service activities (N)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","N","Administrative and support service activities (N)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","N","Administrative and support service activities (N)","-","All sectors","Number","700"
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","O","Public administration and defence; compulsory social security (O)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","O","Public administration and defence; compulsory social security (O)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","O","Public administration and defence; compulsory social security (O)","-","All sectors","Number","1500"
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","P","Education (P)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","P","Education (P)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","P","Education (P)","-","All sectors","Number","1000"
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","Q","Human health and social work activities (Q)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","Q","Human health and social work activities (Q)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","Q","Human health and social work activities (Q)","-","All sectors","Number","3300"
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","Y0900","Industry (B to E)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","Y0900","Industry (B to E)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","Y0900","Industry (B to E)","-","All sectors","Number","1200"
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","Y3500","Financial, insurance and real estate activities (K,L)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","Y3500","Financial, insurance and real estate activities (K,L)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","Y3500","Financial, insurance and real estate activities (K,L)","-","All sectors","Number","2400"
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","Y7400","Arts, entertainment, recreation and other service activities (R,S)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","Y7400","Arts, entertainment, recreation and other service activities (R,S)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20173","2017Q3","Y7400","Arts, entertainment, recreation and other service activities (R,S)","-","All sectors","Number","500"
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","-","All NACE economic sectors","01","Private sector","Number","13300"
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","-","All NACE economic sectors","02","Public sector","Number","4400"
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","-","All NACE economic sectors","-","All sectors","Number","17700"
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","F","Construction (F)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","F","Construction (F)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","F","Construction (F)","-","All sectors","Number","400"
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","-","All sectors","Number","2000"
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","H","Transportation and storage (H)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","H","Transportation and storage (H)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","H","Transportation and storage (H)","-","All sectors","Number","400"
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","I","Accommodation and food service activities (I)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","I","Accommodation and food service activities (I)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","I","Accommodation and food service activities (I)","-","All sectors","Number","1000"
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","J","Information and communication (J)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","J","Information and communication (J)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","J","Information and communication (J)","-","All sectors","Number","1200"
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","M","Professional, scientific and technical activities (M)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","M","Professional, scientific and technical activities (M)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","M","Professional, scientific and technical activities (M)","-","All sectors","Number","2400"
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","N","Administrative and support service activities (N)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","N","Administrative and support service activities (N)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","N","Administrative and support service activities (N)","-","All sectors","Number","700"
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","O","Public administration and defence; compulsory social security (O)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","O","Public administration and defence; compulsory social security (O)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","O","Public administration and defence; compulsory social security (O)","-","All sectors","Number","1300"
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","P","Education (P)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","P","Education (P)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","P","Education (P)","-","All sectors","Number","1600"
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","Q","Human health and social work activities (Q)","01","Private sector","Number",""
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","Q","Human health and social work activities (Q)","02","Public sector","Number",""
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","Q","Human health and social work activities (Q)","-","All sectors","Number","2900"
"EHQ16C02","Number of Job Vacancies","20174","2017Q4","Y0900","Industry (B to E)","01","Private sector","Number",""
