"Statistic Label","Quarter","NACE Rev. 2 Sector","UNIT","VALUE"
"Separations","2023Q2","Not stated","Thousand","224"
"Separations","2023Q2","Agriculture, forestry and fishing (A)","Thousand","3205"
"Separations","2023Q2","Industry (B to E)","Thousand","17858"
"Separations","2023Q2","Construction (F)","Thousand","15307"
"Separations","2023Q2","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","45874"
"Separations","2023Q2","Transportation and storage (H)","Thousand","7057"
"Separations","2023Q2","Accommodation and food service activities (I)","Thousand","40003"
"Separations","2023Q2","Information and communication (J)","Thousand","10033"
"Separations","2023Q2","Financial, insurance and real estate activities (K, L)","Thousand","8964"
"Separations","2023Q2","Professional, scientific and technical activities (M)","Thousand","14363"
"Separations","2023Q2","Administrative and support service activities (N)","Thousand","34470"
"Separations","2023Q2","Public administration and defence; compulsory social security (O)","Thousand","12503"
"Separations","2023Q2","Education (P)","Thousand","13982"
"Separations","2023Q2","Human health and social work activities (Q)","Thousand","27981"
"Separations","2023Q2","Arts, entertainment, recreation and other service activities (R,S)","Thousand","10352"
"Separations","2023Q2","Services (T, U)","Thousand","108"
"Separations","2023Q3","All NACE economic sectors","Thousand","298405"
"Separations","2023Q3","Not stated","Thousand","327"
"Separations","2023Q3","Agriculture, forestry and fishing (A)","Thousand","4457"
"Separations","2023Q3","Industry (B to E)","Thousand","17538"
"Separations","2023Q3","Construction (F)","Thousand","15407"
"Separations","2023Q3","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","43187"
"Separations","2023Q3","Transportation and storage (H)","Thousand","7614"
"Separations","2023Q3","Accommodation and food service activities (I)","Thousand","46689"
"Separations","2023Q3","Information and communication (J)","Thousand","10994"
"Separations","2023Q3","Financial, insurance and real estate activities (K, L)","Thousand","11797"
"Separations","2023Q3","Professional, scientific and technical activities (M)","Thousand","14381"
"Separations","2023Q3","Administrative and support service activities (N)","Thousand","35826"
"Separations","2023Q3","Public administration and defence; compulsory social security (O)","Thousand","9962"
"Separations","2023Q3","Education (P)","Thousand","39993"
"Separations","2023Q3","Human health and social work activities (Q)","Thousand","28322"
"Separations","2023Q3","Arts, entertainment, recreation and other service activities (R,S)","Thousand","11784"
"Separations","2023Q3","Services (T, U)","Thousand","127"
"Separations","2023Q4","All NACE economic sectors","Thousand","350994"
"Separations","2023Q4","Not stated","Thousand","350"
"Separations","2023Q4","Agriculture, forestry and fishing (A)","Thousand","4909"
"Separations","2023Q4","Industry (B to E)","Thousand","23281"
"Separations","2023Q4","Construction (F)","Thousand","18978"
"Separations","2023Q4","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","49864"
"Separations","2023Q4","Transportation and storage (H)","Thousand","8001"
"Separations","2023Q4","Accommodation and food service activities (I)","Thousand","55113"
"Separations","2023Q4","Information and communication (J)","Thousand","12523"
"Separations","2023Q4","Financial, insurance and real estate activities (K, L)","Thousand","11633"
"Separations","2023Q4","Professional, scientific and technical activities (M)","Thousand","19784"
"Separations","2023Q4","Administrative and support service activities (N)","Thousand","40522"
"Separations","2023Q4","Public administration and defence; compulsory social security (O)","Thousand","9710"
"Separations","2023Q4","Education (P)","Thousand","44984"
"Separations","2023Q4","Human health and social work activities (Q)","Thousand","33454"
"Separations","2023Q4","Arts, entertainment, recreation and other service activities (R,S)","Thousand","17763"
"Separations","2023Q4","Services (T, U)","Thousand","125"
"Separations","2024Q1","All NACE economic sectors","Thousand","281916"
"Separations","2024Q1","Not stated","Thousand","325"
"Separations","2024Q1","Agriculture, forestry and fishing (A)","Thousand","4756"
"Separations","2024Q1","Industry (B to E)","Thousand","17491"
"Separations","2024Q1","Construction (F)","Thousand","15901"
"Separations","2024Q1","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","42928"
"Separations","2024Q1","Transportation and storage (H)","Thousand","7696"
"Separations","2024Q1","Accommodation and food service activities (I)","Thousand","45767"
"Separations","2024Q1","Information and communication (J)","Thousand","10982"
"Separations","2024Q1","Financial, insurance and real estate activities (K, L)","Thousand","9971"
"Separations","2024Q1","Professional, scientific and technical activities (M)","Thousand","15497"
"Separations","2024Q1","Administrative and support service activities (N)","Thousand","37084"
"Separations","2024Q1","Public administration and defence; compulsory social security (O)","Thousand","8311"
"Separations","2024Q1","Education (P)","Thousand","23325"
"Separations","2024Q1","Human health and social work activities (Q)","Thousand","27905"
"Separations","2024Q1","Arts, entertainment, recreation and other service activities (R,S)","Thousand","13831"
"Separations","2024Q1","Services (T, U)","Thousand","146"
"Separations","2024Q2","All NACE economic sectors","Thousand","246340"
"Separations","2024Q2","Not stated","Thousand","258"
"Separations","2024Q2","Agriculture, forestry and fishing (A)","Thousand","3015"
"Separations","2024Q2","Industry (B to E)","Thousand","17072"
"Separations","2024Q2","Construction (F)","Thousand","15001"
"Separations","2024Q2","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","42659"
"Separations","2024Q2","Transportation and storage (H)","Thousand","7590"
"Separations","2024Q2","Accommodation and food service activities (I)","Thousand","36888"
"Separations","2024Q2","Information and communication (J)","Thousand","8870"
"Separations","2024Q2","Financial, insurance and real estate activities (K, L)","Thousand","8427"
"Separations","2024Q2","Professional, scientific and technical activities (M)","Thousand","14372"
"Separations","2024Q2","Administrative and support service activities (N)","Thousand","33429"
"Separations","2024Q2","Public administration and defence; compulsory social security (O)","Thousand","8651"
"Separations","2024Q2","Education (P)","Thousand","13837"
"Separations","2024Q2","Human health and social work activities (Q)","Thousand","25907"
"Separations","2024Q2","Arts, entertainment, recreation and other service activities (R,S)","Thousand","10260"
"Separations","2024Q2","Services (T, U)","Thousand","104"
"Separations","2024Q3","All NACE economic sectors","Thousand","302581"
"Separations","2024Q3","Not stated","Thousand","305"
"Separations","2024Q3","Agriculture, forestry and fishing (A)","Thousand","4300"
"Separations","2024Q3","Industry (B to E)","Thousand","19335"
"Separations","2024Q3","Construction (F)","Thousand","15176"
"Separations","2024Q3","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","40057"
"Separations","2024Q3","Transportation and storage (H)","Thousand","7278"
"Separations","2024Q3","Accommodation and food service activities (I)","Thousand","42754"
"Separations","2024Q3","Information and communication (J)","Thousand","10929"
"Separations","2024Q3","Financial, insurance and real estate activities (K, L)","Thousand","9751"
"Separations","2024Q3","Professional, scientific and technical activities (M)","Thousand","20218"
"Separations","2024Q3","Administrative and support service activities (N)","Thousand","33677"
"Separations","2024Q3","Public administration and defence; compulsory social security (O)","Thousand","12525"
"Separations","2024Q3","Education (P)","Thousand","42975"
"Separations","2024Q3","Human health and social work activities (Q)","Thousand","31097"
"Separations","2024Q3","Arts, entertainment, recreation and other service activities (R,S)","Thousand","12072"
"Separations","2024Q3","Services (T, U)","Thousand","132"
"Job Creation","2020Q2","All NACE economic sectors","Thousand","59792"
"Job Creation","2020Q2","Not stated","Thousand","62"
"Job Creation","2020Q2","Agriculture, forestry and fishing (A)","Thousand","3096"
"Job Creation","2020Q2","Industry (B to E)","Thousand","6881"
"Job Creation","2020Q2","Construction (F)","Thousand","8159"
"Job Creation","2020Q2","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","10124"
"Job Creation","2020Q2","Transportation and storage (H)","Thousand","2524"
"Job Creation","2020Q2","Accommodation and food service activities (I)","Thousand","1201"
"Job Creation","2020Q2","Information and communication (J)","Thousand","3293"
"Job Creation","2020Q2","Financial, insurance and real estate activities (K, L)","Thousand","2698"
"Job Creation","2020Q2","Professional, scientific and technical activities (M)","Thousand","5789"
"Job Creation","2020Q2","Administrative and support service activities (N)","Thousand","4220"
"Job Creation","2020Q2","Public administration and defence; compulsory social security (O)","Thousand","2181"
"Job Creation","2020Q2","Education (P)","Thousand","4140"
"Job Creation","2020Q2","Human health and social work activities (Q)","Thousand","4155"
"Job Creation","2020Q2","Arts, entertainment, recreation and other service activities (R,S)","Thousand","1246"
"Job Creation","2020Q2","Services (T, U)","Thousand","23"
"Job Creation","2020Q3","All NACE economic sectors","Thousand","267867"
"Job Creation","2020Q3","Not stated","Thousand","359"
"Job Creation","2020Q3","Agriculture, forestry and fishing (A)","Thousand","3057"
"Job Creation","2020Q3","Industry (B to E)","Thousand","13858"
"Job Creation","2020Q3","Construction (F)","Thousand","16136"
"Job Creation","2020Q3","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","32835"
"Job Creation","2020Q3","Transportation and storage (H)","Thousand","7227"
"Job Creation","2020Q3","Accommodation and food service activities (I)","Thousand","94031"
"Job Creation","2020Q3","Information and communication (J)","Thousand","7186"
"Job Creation","2020Q3","Financial, insurance and real estate activities (K, L)","Thousand","6453"
"Job Creation","2020Q3","Professional, scientific and technical activities (M)","Thousand","10660"
"Job Creation","2020Q3","Administrative and support service activities (N)","Thousand","13330"
"Job Creation","2020Q3","Public administration and defence; compulsory social security (O)","Thousand","3213"
"Job Creation","2020Q3","Education (P)","Thousand","11996"
"Job Creation","2020Q3","Human health and social work activities (Q)","Thousand","17054"
"Job Creation","2020Q3","Arts, entertainment, recreation and other service activities (R,S)","Thousand","30337"
"Job Creation","2020Q3","Services (T, U)","Thousand","135"
"Job Creation","2020Q4","All NACE economic sectors","Thousand","121482"
"Job Creation","2020Q4","Not stated","Thousand","102"
"Job Creation","2020Q4","Agriculture, forestry and fishing (A)","Thousand","1808"
"Job Creation","2020Q4","Industry (B to E)","Thousand","6224"
"Job Creation","2020Q4","Construction (F)","Thousand","5962"
"Job Creation","2020Q4","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","24643"
"Job Creation","2020Q4","Transportation and storage (H)","Thousand","4259"
"Job Creation","2020Q4","Accommodation and food service activities (I)","Thousand","8143"
"Job Creation","2020Q4","Information and communication (J)","Thousand","5562"
"Job Creation","2020Q4","Financial, insurance and real estate activities (K, L)","Thousand","5800"
"Job Creation","2020Q4","Professional, scientific and technical activities (M)","Thousand","6503"
"Job Creation","2020Q4","Administrative and support service activities (N)","Thousand","11921"
"Job Creation","2020Q4","Public administration and defence; compulsory social security (O)","Thousand","4687"
"Job Creation","2020Q4","Education (P)","Thousand","24307"
"Job Creation","2020Q4","Human health and social work activities (Q)","Thousand","7217"
"Job Creation","2020Q4","Arts, entertainment, recreation and other service activities (R,S)","Thousand","4295"
"Job Creation","2020Q4","Services (T, U)","Thousand","49"
"Job Creation","2021Q1","All NACE economic sectors","Thousand","112053"
"Job Creation","2021Q1","Not stated","Thousand","430"
"Job Creation","2021Q1","Agriculture, forestry and fishing (A)","Thousand","3558"
"Job Creation","2021Q1","Industry (B to E)","Thousand","7289"
"Job Creation","2021Q1","Construction (F)","Thousand","7165"
"Job Creation","2021Q1","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","29309"
"Job Creation","2021Q1","Transportation and storage (H)","Thousand","5019"
"Job Creation","2021Q1","Accommodation and food service activities (I)","Thousand","5695"
"Job Creation","2021Q1","Information and communication (J)","Thousand","8603"
"Job Creation","2021Q1","Financial, insurance and real estate activities (K, L)","Thousand","4495"
"Job Creation","2021Q1","Professional, scientific and technical activities (M)","Thousand","10047"
"Job Creation","2021Q1","Administrative and support service activities (N)","Thousand","5645"
"Job Creation","2021Q1","Public administration and defence; compulsory social security (O)","Thousand","1779"
"Job Creation","2021Q1","Education (P)","Thousand","5092"
"Job Creation","2021Q1","Human health and social work activities (Q)","Thousand","14392"
"Job Creation","2021Q1","Arts, entertainment, recreation and other service activities (R,S)","Thousand","3423"
"Job Creation","2021Q1","Services (T, U)","Thousand","112"
"Job Creation","2021Q2","All NACE economic sectors","Thousand","229346"
"Job Creation","2021Q2","Not stated","Thousand","227"
"Job Creation","2021Q2","Agriculture, forestry and fishing (A)","Thousand","4358"
"Job Creation","2021Q2","Industry (B to E)","Thousand","14598"
"Job Creation","2021Q2","Construction (F)","Thousand","16844"
"Job Creation","2021Q2","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","29020"
"Job Creation","2021Q2","Transportation and storage (H)","Thousand","4617"
"Job Creation","2021Q2","Accommodation and food service activities (I)","Thousand","58407"
"Job Creation","2021Q2","Information and communication (J)","Thousand","9618"
"Job Creation","2021Q2","Financial, insurance and real estate activities (K, L)","Thousand","6237"
"Job Creation","2021Q2","Professional, scientific and technical activities (M)","Thousand","11829"
"Job Creation","2021Q2","Administrative and support service activities (N)","Thousand","13110"
"Job Creation","2021Q2","Public administration and defence; compulsory social security (O)","Thousand","3770"
"Job Creation","2021Q2","Education (P)","Thousand","24543"
"Job Creation","2021Q2","Human health and social work activities (Q)","Thousand","10397"
"Job Creation","2021Q2","Arts, entertainment, recreation and other service activities (R,S)","Thousand","21701"
"Job Creation","2021Q2","Services (T, U)","Thousand","70"
"Job Creation","2021Q3","All NACE economic sectors","Thousand","235335"
"Job Creation","2021Q3","Not stated","Thousand","316"
"Job Creation","2021Q3","Agriculture, forestry and fishing (A)","Thousand","2499"
"Job Creation","2021Q3","Industry (B to E)","Thousand","12917"
"Job Creation","2021Q3","Construction (F)","Thousand","13995"
"Job Creation","2021Q3","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","29798"
"Job Creation","2021Q3","Transportation and storage (H)","Thousand","4965"
"Job Creation","2021Q3","Accommodation and food service activities (I)","Thousand","68914"
"Job Creation","2021Q3","Information and communication (J)","Thousand","11123"
"Job Creation","2021Q3","Financial, insurance and real estate activities (K, L)","Thousand","7227"
"Job Creation","2021Q3","Professional, scientific and technical activities (M)","Thousand","11970"
"Job Creation","2021Q3","Administrative and support service activities (N)","Thousand","18777"
"Job Creation","2021Q3","Public administration and defence; compulsory social security (O)","Thousand","5245"
"Job Creation","2021Q3","Education (P)","Thousand","16989"
"Job Creation","2021Q3","Human health and social work activities (Q)","Thousand","15174"
"Job Creation","2021Q3","Arts, entertainment, recreation and other service activities (R,S)","Thousand","15348"
"Job Creation","2021Q3","Services (T, U)","Thousand","78"
"Job Creation","2021Q4","All NACE economic sectors","Thousand","133166"
"Job Creation","2021Q4","Not stated","Thousand","140"
"Job Creation","2021Q4","Agriculture, forestry and fishing (A)","Thousand","1972"
"Job Creation","2021Q4","Industry (B to E)","Thousand","8526"
"Job Creation","2021Q4","Construction (F)","Thousand","6955"
"Job Creation","2021Q4","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","26813"
"Job Creation","2021Q4","Transportation and storage (H)","Thousand","4070"
"Job Creation","2021Q4","Accommodation and food service activities (I)","Thousand","20206"
"Job Creation","2021Q4","Information and communication (J)","Thousand","6774"
"Job Creation","2021Q4","Financial, insurance and real estate activities (K, L)","Thousand","4241"
"Job Creation","2021Q4","Professional, scientific and technical activities (M)","Thousand","8003"
"Job Creation","2021Q4","Administrative and support service activities (N)","Thousand","11846"
"Job Creation","2021Q4","Public administration and defence; compulsory social security (O)","Thousand","3795"
"Job Creation","2021Q4","Education (P)","Thousand","14661"
"Job Creation","2021Q4","Human health and social work activities (Q)","Thousand","7244"
"Job Creation","2021Q4","Arts, entertainment, recreation and other service activities (R,S)","Thousand","7882"
"Job Creation","2021Q4","Services (T, U)","Thousand","38"
"Job Creation","2022Q1","All NACE economic sectors","Thousand","138354"
"Job Creation","2022Q1","Not stated","Thousand","438"
"Job Creation","2022Q1","Agriculture, forestry and fishing (A)","Thousand","3043"
"Job Creation","2022Q1","Industry (B to E)","Thousand","11954"
"Job Creation","2022Q1","Construction (F)","Thousand","11666"
"Job Creation","2022Q1","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","17472"
"Job Creation","2022Q1","Transportation and storage (H)","Thousand","3498"
"Job Creation","2022Q1","Accommodation and food service activities (I)","Thousand","16683"
"Job Creation","2022Q1","Information and communication (J)","Thousand","7430"
"Job Creation","2022Q1","Financial, insurance and real estate activities (K, L)","Thousand","6099"
"Job Creation","2022Q1","Professional, scientific and technical activities (M)","Thousand","12298"
"Job Creation","2022Q1","Administrative and support service activities (N)","Thousand","8720"
"Job Creation","2022Q1","Public administration and defence; compulsory social security (O)","Thousand","7472"
"Job Creation","2022Q1","Education (P)","Thousand","12916"
"Job Creation","2022Q1","Human health and social work activities (Q)","Thousand","12604"
"Job Creation","2022Q1","Arts, entertainment, recreation and other service activities (R,S)","Thousand","5968"
"Job Creation","2022Q1","Services (T, U)","Thousand","93"
"Job Creation","2022Q2","All NACE economic sectors","Thousand","189769"
"Job Creation","2022Q2","Not stated","Thousand","290"
"Job Creation","2022Q2","Agriculture, forestry and fishing (A)","Thousand","4028"
"Job Creation","2022Q2","Industry (B to E)","Thousand","13181"
"Job Creation","2022Q2","Construction (F)","Thousand","10947"
"Job Creation","2022Q2","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","20569"
"Job Creation","2022Q2","Transportation and storage (H)","Thousand","5383"
"Job Creation","2022Q2","Accommodation and food service activities (I)","Thousand","37657"
"Job Creation","2022Q2","Information and communication (J)","Thousand","9694"
"Job Creation","2022Q2","Financial, insurance and real estate activities (K, L)","Thousand","6568"
"Job Creation","2022Q2","Professional, scientific and technical activities (M)","Thousand","10781"
"Job Creation","2022Q2","Administrative and support service activities (N)","Thousand","17473"
"Job Creation","2022Q2","Public administration and defence; compulsory social security (O)","Thousand","4781"
"Job Creation","2022Q2","Education (P)","Thousand","27901"
"Job Creation","2022Q2","Human health and social work activities (Q)","Thousand","9371"
"Job Creation","2022Q2","Arts, entertainment, recreation and other service activities (R,S)","Thousand","10970"
"Job Creation","2022Q2","Services (T, U)","Thousand","175"
"Job Creation","2022Q3","All NACE economic sectors","Thousand","148827"
"Job Creation","2022Q3","Not stated","Thousand","368"
"Job Creation","2022Q3","Agriculture, forestry and fishing (A)","Thousand","2543"
"Job Creation","2022Q3","Industry (B to E)","Thousand","10654"
"Job Creation","2022Q3","Construction (F)","Thousand","10884"
"Job Creation","2022Q3","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","19423"
"Job Creation","2022Q3","Transportation and storage (H)","Thousand","4234"
"Job Creation","2022Q3","Accommodation and food service activities (I)","Thousand","21256"
"Job Creation","2022Q3","Information and communication (J)","Thousand","10326"
"Job Creation","2022Q3","Financial, insurance and real estate activities (K, L)","Thousand","6340"
"Job Creation","2022Q3","Professional, scientific and technical activities (M)","Thousand","9402"
"Job Creation","2022Q3","Administrative and support service activities (N)","Thousand","14379"
"Job Creation","2022Q3","Public administration and defence; compulsory social security (O)","Thousand","2032"
"Job Creation","2022Q3","Education (P)","Thousand","10805"
"Job Creation","2022Q3","Human health and social work activities (Q)","Thousand","16003"
"Job Creation","2022Q3","Arts, entertainment, recreation and other service activities (R,S)","Thousand","10077"
"Job Creation","2022Q3","Services (T, U)","Thousand","101"
"Job Creation","2022Q4","All NACE economic sectors","Thousand","117808"
"Job Creation","2022Q4","Not stated","Thousand","235"
"Job Creation","2022Q4","Agriculture, forestry and fishing (A)","Thousand","1971"
"Job Creation","2022Q4","Industry (B to E)","Thousand","5478"
"Job Creation","2022Q4","Construction (F)","Thousand","6532"
"Job Creation","2022Q4","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","21714"
"Job Creation","2022Q4","Transportation and storage (H)","Thousand","3113"
"Job Creation","2022Q4","Accommodation and food service activities (I)","Thousand","12230"
"Job Creation","2022Q4","Information and communication (J)","Thousand","5860"
"Job Creation","2022Q4","Financial, insurance and real estate activities (K, L)","Thousand","4178"
"Job Creation","2022Q4","Professional, scientific and technical activities (M)","Thousand","6838"
"Job Creation","2022Q4","Administrative and support service activities (N)","Thousand","7835"
"Job Creation","2022Q4","Public administration and defence; compulsory social security (O)","Thousand","3491"
"Job Creation","2022Q4","Education (P)","Thousand","20629"
"Job Creation","2022Q4","Human health and social work activities (Q)","Thousand","12180"
"Job Creation","2022Q4","Arts, entertainment, recreation and other service activities (R,S)","Thousand","5470"
"Job Creation","2022Q4","Services (T, U)","Thousand","54"
"Job Creation","2023Q1","All NACE economic sectors","Thousand","101801"
"Job Creation","2023Q1","Not stated","Thousand","292"
"Job Creation","2023Q1","Agriculture, forestry and fishing (A)","Thousand","3370"
"Job Creation","2023Q1","Industry (B to E)","Thousand","8788"
"Job Creation","2023Q1","Construction (F)","Thousand","9591"
"Job Creation","2023Q1","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","12427"
"Job Creation","2023Q1","Transportation and storage (H)","Thousand","3427"
"Job Creation","2023Q1","Accommodation and food service activities (I)","Thousand","11289"
"Job Creation","2023Q1","Information and communication (J)","Thousand","5565"
"Job Creation","2023Q1","Financial, insurance and real estate activities (K, L)","Thousand","5017"
"Job Creation","2023Q1","Professional, scientific and technical activities (M)","Thousand","7920"
"Job Creation","2023Q1","Administrative and support service activities (N)","Thousand","7273"
"Job Creation","2023Q1","Public administration and defence; compulsory social security (O)","Thousand","3636"
"Job Creation","2023Q1","Education (P)","Thousand","3936"
"Job Creation","2023Q1","Human health and social work activities (Q)","Thousand","13934"
"Job Creation","2023Q1","Arts, entertainment, recreation and other service activities (R,S)","Thousand","5253"
"Job Creation","2023Q1","Services (T, U)","Thousand","83"
"Job Creation","2023Q2","All NACE economic sectors","Thousand","169992"
"Job Creation","2023Q2","Not stated","Thousand","376"
"Job Creation","2023Q2","Agriculture, forestry and fishing (A)","Thousand","4399"
"Job Creation","2023Q2","Industry (B to E)","Thousand","10879"
"Job Creation","2023Q2","Construction (F)","Thousand","11227"
"Job Creation","2023Q2","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","19089"
"Job Creation","2023Q2","Transportation and storage (H)","Thousand","6084"
"Job Creation","2023Q2","Accommodation and food service activities (I)","Thousand","27655"
"Job Creation","2023Q2","Information and communication (J)","Thousand","6253"
"Job Creation","2023Q2","Financial, insurance and real estate activities (K, L)","Thousand","7365"
"Job Creation","2023Q2","Professional, scientific and technical activities (M)","Thousand","9727"
"Job Creation","2023Q2","Administrative and support service activities (N)","Thousand","12578"
"Job Creation","2023Q2","Public administration and defence; compulsory social security (O)","Thousand","3252"
"Job Creation","2023Q2","Education (P)","Thousand","29277"
"Job Creation","2023Q2","Human health and social work activities (Q)","Thousand","12042"
"Job Creation","2023Q2","Arts, entertainment, recreation and other service activities (R,S)","Thousand","9683"
"Job Creation","2023Q2","Services (T, U)","Thousand","106"
"Job Creation","2023Q3","All NACE economic sectors","Thousand","130931"
"Job Creation","2023Q3","Not stated","Thousand","208"
"Job Creation","2023Q3","Agriculture, forestry and fishing (A)","Thousand","2331"
"Job Creation","2023Q3","Industry (B to E)","Thousand","9145"
"Job Creation","2023Q3","Construction (F)","Thousand","10338"
"Job Creation","2023Q3","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","16784"
"Job Creation","2023Q3","Transportation and storage (H)","Thousand","3791"
"Job Creation","2023Q3","Accommodation and food service activities (I)","Thousand","17197"
"Job Creation","2023Q3","Information and communication (J)","Thousand","5403"
"Job Creation","2023Q3","Financial, insurance and real estate activities (K, L)","Thousand","4959"
"Job Creation","2023Q3","Professional, scientific and technical activities (M)","Thousand","8877"
"Job Creation","2023Q3","Administrative and support service activities (N)","Thousand","9584"
"Job Creation","2023Q3","Public administration and defence; compulsory social security (O)","Thousand","3625"
"Job Creation","2023Q3","Education (P)","Thousand","14865"
"Job Creation","2023Q3","Human health and social work activities (Q)","Thousand","13830"
"Job Creation","2023Q3","Arts, entertainment, recreation and other service activities (R,S)","Thousand","9889"
"Job Creation","2023Q3","Services (T, U)","Thousand","105"
"Job Creation","2023Q4","All NACE economic sectors","Thousand","111405"
"Job Creation","2023Q4","Not stated","Thousand","432"
"Job Creation","2023Q4","Agriculture, forestry and fishing (A)","Thousand","2133"
"Job Creation","2023Q4","Industry (B to E)","Thousand","5634"
"Job Creation","2023Q4","Construction (F)","Thousand","7544"
"Job Creation","2023Q4","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","23449"
"Job Creation","2023Q4","Transportation and storage (H)","Thousand","3626"
"Job Creation","2023Q4","Accommodation and food service activities (I)","Thousand","12929"
"Job Creation","2023Q4","Information and communication (J)","Thousand","4535"
"Job Creation","2023Q4","Financial, insurance and real estate activities (K, L)","Thousand","4768"
"Job Creation","2023Q4","Professional, scientific and technical activities (M)","Thousand","6725"
"Job Creation","2023Q4","Administrative and support service activities (N)","Thousand","9378"
"Job Creation","2023Q4","Public administration and defence; compulsory social security (O)","Thousand","3448"
"Job Creation","2023Q4","Education (P)","Thousand","10674"
"Job Creation","2023Q4","Human health and social work activities (Q)","Thousand","9204"
"Job Creation","2023Q4","Arts, entertainment, recreation and other service activities (R,S)","Thousand","6765"
"Job Creation","2023Q4","Services (T, U)","Thousand","161"
"Job Creation","2024Q1","All NACE economic sectors","Thousand","114278"
"Job Creation","2024Q1","Not stated","Thousand","375"
"Job Creation","2024Q1","Agriculture, forestry and fishing (A)","Thousand","3008"
"Job Creation","2024Q1","Industry (B to E)","Thousand","8552"
"Job Creation","2024Q1","Construction (F)","Thousand","10390"
"Job Creation","2024Q1","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","11675"
"Job Creation","2024Q1","Transportation and storage (H)","Thousand","3384"
"Job Creation","2024Q1","Accommodation and food service activities (I)","Thousand","11605"
"Job Creation","2024Q1","Information and communication (J)","Thousand","4469"
"Job Creation","2024Q1","Financial, insurance and real estate activities (K, L)","Thousand","5041"
"Job Creation","2024Q1","Professional, scientific and technical activities (M)","Thousand","11065"
"Job Creation","2024Q1","Administrative and support service activities (N)","Thousand","8994"
"Job Creation","2024Q1","Public administration and defence; compulsory social security (O)","Thousand","6167"
"Job Creation","2024Q1","Education (P)","Thousand","9519"
"Job Creation","2024Q1","Human health and social work activities (Q)","Thousand","14818"
"Job Creation","2024Q1","Arts, entertainment, recreation and other service activities (R,S)","Thousand","5154"
"Job Creation","2024Q1","Services (T, U)","Thousand","62"
"Job Creation","2024Q2","All NACE economic sectors","Thousand","175612"
"Job Creation","2024Q2","Not stated","Thousand","254"
"Job Creation","2024Q2","Agriculture, forestry and fishing (A)","Thousand","3743"
"Job Creation","2024Q2","Industry (B to E)","Thousand","12638"
"Job Creation","2024Q2","Construction (F)","Thousand","10629"
"Job Creation","2024Q2","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","16403"
"Job Creation","2024Q2","Transportation and storage (H)","Thousand","4522"
"Job Creation","2024Q2","Accommodation and food service activities (I)","Thousand","24156"
"Job Creation","2024Q2","Information and communication (J)","Thousand","6829"
"Job Creation","2024Q2","Financial, insurance and real estate activities (K, L)","Thousand","5439"
"Job Creation","2024Q2","Professional, scientific and technical activities (M)","Thousand","11504"
"Job Creation","2024Q2","Administrative and support service activities (N)","Thousand","12731"
"Job Creation","2024Q2","Public administration and defence; compulsory social security (O)","Thousand","7309"
"Job Creation","2024Q2","Education (P)","Thousand","30616"
"Job Creation","2024Q2","Human health and social work activities (Q)","Thousand","17043"
"Job Creation","2024Q2","Arts, entertainment, recreation and other service activities (R,S)","Thousand","11660"
"Job Creation","2024Q2","Services (T, U)","Thousand","136"
"Job Creation","2024Q3","All NACE economic sectors","Thousand","142528"
"Job Creation","2024Q3","Not stated","Thousand","503"
"Job Creation","2024Q3","Agriculture, forestry and fishing (A)","Thousand","2664"
"Job Creation","2024Q3","Industry (B to E)","Thousand","10075"
"Job Creation","2024Q3","Construction (F)","Thousand","11627"
"Job Creation","2024Q3","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","16361"
"Job Creation","2024Q3","Transportation and storage (H)","Thousand","4035"
"Job Creation","2024Q3","Accommodation and food service activities (I)","Thousand","17735"
"Job Creation","2024Q3","Information and communication (J)","Thousand","7222"
"Job Creation","2024Q3","Financial, insurance and real estate activities (K, L)","Thousand","5192"
"Job Creation","2024Q3","Professional, scientific and technical activities (M)","Thousand","9751"
